0,instantaneous_scfh,instantaneous_kgh,moving_kgh,moving_scfh
2021-11-03 16:28:08+00:00,-16.4,-0.302539039,-0.291036479,-15.77647059
2021-11-03 16:28:09+00:00,-16.1,-0.297004788,-0.291362023,-15.79411765
2021-11-03 16:28:10+00:00,-16.1,-0.297004788,-0.291796082,-15.81764706
2021-11-03 16:28:11+00:00,-16.4,-0.302539039,-0.29244717,-15.85294118
2021-11-03 16:28:12+00:00,-16.5,-0.304383789,-0.293315288,-15.9
2021-11-03 16:28:13+00:00,-16.7,-0.30807329,-0.29450895,-15.96470588
2021-11-03 16:28:14+00:00,-16.3,-0.300694289,-0.295268553,-16.00588235
2021-11-03 16:28:15+00:00,-16,-0.295160038,-0.295594097,-16.02352941
2021-11-03 16:28:16+00:00,-15.9,-0.293315288,-0.295919641,-16.04117647
2021-11-03 16:28:17+00:00,-15.7,-0.289625787,-0.295919641,-16.04117647
2021-11-03 16:28:18+00:00,-15.8,-0.291470538,-0.295811126,-16.03529412
2021-11-03 16:28:19+00:00,-15.6,-0.287781037,-0.295702612,-16.02941176
2021-11-03 16:28:20+00:00,-15.6,-0.287781037,-0.295594097,-16.02352941
2021-11-03 16:28:21+00:00,-15.6,-0.287781037,-0.295594097,-16.02352941
2021-11-03 16:28:22+00:00,-15.7,-0.289625787,-0.295594097,-16.02352941
2021-11-03 16:28:23+00:00,-15.7,-0.289625787,-0.295702612,-16.02941176
2021-11-03 16:28:24+00:00,-15.8,-0.291470538,-0.295051523,-15.99411765
2021-11-03 16:28:25+00:00,-15.7,-0.289625787,-0.29429192,-15.95294118
2021-11-03 16:28:26+00:00,-15.6,-0.287781037,-0.293749347,-15.92352941
2021-11-03 16:28:27+00:00,-15.6,-0.287781037,-0.293206773,-15.89411765
2021-11-03 16:28:28+00:00,-15.5,-0.285936287,-0.292230141,-15.84117647
2021-11-03 16:28:29+00:00,-15.5,-0.285936287,-0.291144993,-15.78235294
2021-11-03 16:28:30+00:00,-15.5,-0.285936287,-0.289842817,-15.71176471
2021-11-03 16:28:31+00:00,-15.5,-0.285936287,-0.288974699,-15.66470588
2021-11-03 16:28:32+00:00,-15.5,-0.285936287,-0.288432125,-15.63529412
2021-11-03 16:28:33+00:00,-15.6,-0.287781037,-0.288106581,-15.61764706
2021-11-03 16:28:34+00:00,-15.7,-0.289625787,-0.288106581,-15.61764706
2021-11-03 16:28:35+00:00,-15.7,-0.289625787,-0.287998067,-15.61176471
2021-11-03 16:28:36+00:00,-15.6,-0.287781037,-0.287998067,-15.61176471
2021-11-03 16:28:37+00:00,-15.6,-0.287781037,-0.287998067,-15.61176471
2021-11-03 16:28:38+00:00,-15.6,-0.287781037,-0.287998067,-15.61176471
2021-11-03 16:28:39+00:00,-15.5,-0.285936287,-0.287781037,-15.6
